Années;Type de collectivité;Pourcentage;Indicateurs;Indicateurs de leffort budgétaire des conseils régionaux;Régions;Codes régions;Pays;Objectifs sur budget ventilé;Valeur
2014;Conseils départementaux;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;34.26
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Transferts de technologie (%);14.31
2014;Collectivités territoriales;1;Budget R&T;;Guadeloupe;R01;;Opérations immobilières (%);0.0
2014;Conseils régionaux;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;60.77
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Aides aux chercheurs;0.83
2014;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;0.71
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Occitanie;R76;;Tous objectifs;0.62
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;2.4
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Aquitaine;R75;;Opérations immobilières (%);34.39
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;27.08
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Equipement de laboratoires;3.72
2014;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Projets de la recherche publique;6.84
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Tous objectifs;108.36
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Aquitaine;R75;;Budget non ventilé;0.0
2014;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Budget non ventilé;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;0.63
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Culture et information scientifique (%);1.91
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Transferts de technologie (%);27.08
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Aides aux chercheurs (%);5.31
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Transferts de technologie;30.68
2014;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Budget non ventilé (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Budget non ventilé;0.0
2014;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Réseaux haut débit (%);1.88
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Réseaux haut débit;2.17
2014;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Aides aux chercheurs;7.32
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Projets de la recherche publique (%);34.97
2014;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Budget non ventilé (%);0.0
2014;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Tous objectifs;0.92
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;0.0
2014;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T;;Nouvelle-Calédonie;A40;;Culture et information scientifique;0.03
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Transferts de technologie (%);0.35
2014;Collectivités territoriales;1;Budget R&T;;Nouvelle-Calédonie;A40;;Aides aux chercheurs (%);1.28
2014;Conseils départementaux;0;Budget R&T;;Nouvelle-Calédonie;A40;;Tous objectifs;6.64
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Polynésie française;A41;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Mayotte;R06;;Tous objectifs;0.13
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);La Réunion;R04;;Tous objectifs;7.85
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Polynésie française;A41;;Tous objectifs;0.0
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Culture et information scientifique;0.11
2014;Collectivités territoriales;1;Budget R&T;;Polynésie française;A41;;Transferts de technologie (%);102.15
2014;Collectivités territoriales;0;Budget R&T;;Polynésie française;A41;;Equipement de laboratoires;0.21
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Mayotte;R06;;Tous objectifs;0.0
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Mayotte;R06;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T;;Mayotte;R06;;Tous objectifs;0.0
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Normandie;R28;;Tous objectifs;20.17
2014;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Normandie;R28;;Tous objectifs;8.07
2014;Conseils départementaux;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;41.2
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Normandie;R28;;Tous objectifs;58.58
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Culture et information scientifique;1.29
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Projets de la recherche publique;9.57
2014;Collectivités territoriales;1;Budget R&T;;Normandie;R28;;Réseaux haut débit (%);2.22
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Réseaux haut débit;1.95
2014;Collectivités territoriales;0;Budget R&T;;Normandie;R28;;Budget non ventilé;0.0
2014;Conseils régionaux;0;Budget R&T;;Normandie;R28;;Tous objectifs;67.29
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;3.0
2014;Collectivités territoriales;1;Budget R&T;;Mayotte;R06;;Culture et information scientifique (%);3.15
2014;Collectivités territoriales;0;Budget R&T;;Martinique;R02;;Culture et information scientifique;0.39
2014;Collectivités territoriales;1;Budget R&T;;Martinique;R02;;Transferts de technologie (%);40.65
2014;Collectivités territoriales;0;Budget R&T;;Mayotte;R06;;Aides aux chercheurs;0.31
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guyane;R03;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Martinique;R02;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Martinique;R02;;Tous objectifs;0.0
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2014;Collectivités territoriales;1;Budget R&T;;;XXX;France;Culture et information scientifique (%);3.21
2014;Collectivités territoriales;1;Budget R&T;;;XXX;France;Budget non ventilé (%);0.04
2014;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2014;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Calédonie;A40;;Tous objectifs;0.0
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Grand Est;R44;;Tous objectifs;13.62
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;39.41
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Grand Est;R44;;Tous objectifs;6.42
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Projets de la recherche publique;0.46
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Opérations immobilières;72.5
2013;Collectivités territoriales;1;Budget R&T;;Grand Est;R44;;Réseaux haut débit (%);0.96
2014;Collectivités territoriales;0;Budget R&T;;;XXX;France;Budget non ventilé;0.56
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Tous objectifs;127.79
2013;Collectivités territoriales;0;Budget R&T;;Grand Est;R44;;Budget non ventilé;0.0
2014;Communes et EPCI;0;Budget R&T;;;XXX;France;Tous objectifs;230.46
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Guyane;R03;;Tous objectifs;0.0
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;2.83
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Poids dans le budget total de R&T des conseils régionaux;Guadeloupe;R01;;Tous objectifs;0.18
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Provence-Alpes-Côte d'Azur;R93;;Tous objectifs;8.07
2013;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Budget non ventilé;0.0
2013;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Equipement de laboratoires;0.61
2013;Collectivités territoriales;1;Budget R&T;;Guyane;R03;;Opérations immobilières (%);0.0
2013;Collectivités territoriales;0;Budget R&T;;Guadeloupe;R01;;Réseaux haut débit;0.0
2013;Collectivités territoriales;0;Budget R&T;;Guyane;R03;;Tous objectifs;3.23
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Guadeloupe;R01;;Tous objectifs;0.0
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Guadeloupe;R01;;Tous objectifs;0.0
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Bretagne;R53;;Tous objectifs;3.61
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bretagne;R53;;Tous objectifs;9.0
2013;Collectivités territoriales;1;Budget R&T réalisé dans le cadre du CPER;;Bretagne;R53;;Tous objectifs;25.21
2013;Collectivités territoriales;1;Budget R&T;;Centre-Val de Loire;R24;;Projets de la recherche publique (%);13.44
2013;Collectivités territoriales;1;Budget R&T;;Centre-Val de Loire;R24;;Equipement de laboratoires (%);17.45
2013;Collectivités territoriales;1;Budget R&T;;Centre-Val de Loire;R24;;Aides aux chercheurs (%);17.8
2013;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Culture et information scientifique;0.15
2013;Collectivités territoriales;0;Budget R&T;;Centre-Val de Loire;R24;;Réseaux haut débit;0.3
2013;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Budget non ventilé (%);0.0
2013;Conseils régionaux;0;Budget R&T;;Bretagne;R53;;Tous objectifs;44.99
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Bourgogne-Franche-Comté;R27;;Tous objectifs;10.78
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Bourgogne-Franche-Comté;R27;;Tous objectifs;1.07
2013;Collectivités territoriales;1;Budget R&T;;Bourgogne-Franche-Comté;R27;;Culture et information scientifique (%);1.75
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Bourgogne-Franche-Comté;R27;;Tous objectifs;0.46
2013;Collectivités territoriales;1;Budget R&T;;Bourgogne-Franche-Comté;R27;;Transferts de technologie (%);21.87
2013;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Transferts de technologie;8.19
2013;Collectivités territoriales;1;Budget R&T;;Bretagne;R53;;Culture et information scientifique (%);0.19
2013;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Aides aux chercheurs;5.84
2013;Communes et EPCI;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;4.26
2013;Collectivités territoriales;0;Budget R&T;;Bretagne;R53;;Tous objectifs;81.02
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Hauts-de-France;R32;;Tous objectifs;1.98
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Hauts-de-France;R32;;Tous objectifs;9.17
2013;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Projets de la recherche publique (%);11.54
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Occitanie;R76;;Tous objectifs;14.4
2013;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Projets de la recherche publique;10.59
2013;Collectivités territoriales;1;Budget R&T;;Hauts-de-France;R32;;Opérations immobilières (%);69.03
2013;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Opérations immobilières;63.35
2013;Collectivités territoriales;0;Budget R&T;;Hauts-de-France;R32;;Budget non ventilé;0.0
2013;Collectivités territoriales;0;Budget R&T;;Occitanie;R76;;Budget non ventilé;0.0
2013;Communes et EPCI;0;Budget R&T;;Occitanie;R76;;Tous objectifs;16.13
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Part de la R&T dans les dépenses totales des conseils régionaux (en %);Auvergne-Rhône-Alpes;R84;;Tous objectifs;2.55
2013;Conseils régionaux;0;Effort budgétaire des conseils régionaux en direction de la R&T;Budget de R&T par habitant des conseils régionaux (en euros);Auvergne-Rhône-Alpes;R84;;Tous objectifs;9.8
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;7.49
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;42.52
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;49.84
2013;Conseils régionaux;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;15.8
2013;Communes et EPCI;0;Budget R&T réalisé dans le cadre du CPER;;Nouvelle-Aquitaine;R75;;Tous objectifs;3.72
2013;Collectivités territoriales;0;Budget R&T;;Bourgogne-Franche-Comté;R27;;Tous objectifs;37.43
2013;Collectivités territoriales;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;149.17
2013;Conseils départementaux;0;Budget R&T;;Auvergne-Rhône-Alpes;R84;;Tous objectifs;31.95
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;3.64
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Pays de la Loire;R52;;Tous objectifs;0.63
2013;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Culture et information scientifique;1.62
2013;Collectivités territoriales;1;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Transferts de technologie (%);19.14
2013;Communes et EPCI;1;Budget R&T réalisé dans le cadre du CPER;;Pays de la Loire;R52;;Tous objectifs;38.43
2013;Collectivités territoriales;0;Budget R&T;;Provence-Alpes-Côte d'Azur;R93;;Transferts de technologie;21.41
2013;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Projets de la recherche publique;21.87
2013;Collectivités territoriales;1;Budget R&T;;Pays de la Loire;R52;;Aides aux chercheurs (%);9.48
2013;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Réseaux haut débit;7.13
2013;Collectivités territoriales;0;Budget R&T;;Pays de la Loire;R52;;Aides aux chercheurs;9.09
2013;Collectivités territoriales;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;4.14
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre des pôles de compétitivité;;Normandie;R28;;Tous objectifs;1.0
2013;Conseils départementaux;0;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;0.04
2013;Conseils régionaux;1;Budget R&T réalisé dans le cadre du CPER;;Hauts-de-France;R32;;Tous objectifs;12.97
