datasetid,recordid,sexe_de_l_etudiant,niveau_geo,diffusable,sexe,a_des_effectifs_ing,secteur_de_l_etablissement,niveau_geographique,rentree_universitaire,regroupement,rentree,reg_id,secret,secteur,effectif,donnees_soumises_au_secret_stat,a_des_effectifs_dut,geo_nom,geo_id,donnees_diffusables,rgp_formations_ou_etablissements,record_timestamp,effectif_ing,effectif_dut
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,56474b5ed8c2af65ac3f6eb93172f140c4eb145b,Feminin,REGION,oui,2,oui,Établissements publics,Région,2002-03,UNIV,2002,R52,non,PU,30986,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,187,2000
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,017e48c63276c6c47fb374d30985eb75a820b8b9,Masculin,REGION,oui,1,non,Établissements publics,Région,2003-04,CPGE,2003,R52,non,PU,1525,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e8a4ab22becb7fcfc732ac37fcfddaa6b0f01e27,Feminin,REGION,oui,2,non,Établissements privés,Région,2003-04,EC_JUR,2003,R52,non,PR,103,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7353a9f7f5c5452c04424ec5ebc53882f3a9cda1,Masculin,REGION,oui,1,oui,Établissements privés,Région,2003-04,ING_autres,2003,R52,non,PR,2229,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2229,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,4983c0ebd5322663e6b00086d626b030f3882bcd,Feminin,REGION,oui,2,non,Établissements publics,Région,2003-04,STS,2003,R52,non,PU,3454,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3bc04c0229bc3e3159c89205082d19c84f8ade99,Masculin,REGION,oui,1,non,Établissements privés,Région,2003-04,STS,2003,R52,non,PR,3493,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f936c3be9d59ecb0e159cac25434efc281ac4585,Feminin,REGION,oui,2,oui,Établissements publics,Région,2003-04,TOTAL,2003,R52,non,PU,42813,Autres données,oui,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,1011,1922
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,727a6cb2694b2d5bb2c828d6e2395db063c9a208,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,CPGE,2001,R52,non,PU,1547,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b8753478c31770f5c0cfdb723fc3a004ed1fb72c,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_ART,2001,R52,non,PR,598,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0d2938ace887a0620c0da67d0bf795669f2a826f,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_COM,2001,R52,non,PR,1943,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d8123e803e1f6cd248867c44ab945f30af6b8e16,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EC_JUR,2001,R52,non,PR,33,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e1fd6b8756c3e7feb3757c020ee00c904ff5f5dd,Masculin,REGION,oui,1,non,Établissements publics,Région,2001-02,EC_PARAM,2001,R52,non,PU,316,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,492d75834d5cb5f1212f823b32cacf7078daf1a0,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,EPEU,2001,R52,non,PR,3767,Autres données,non,Pays de la Loire,R52,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,dac6bee194dd2ef85b83950ecf8a420dd4a982df,Masculin,REGION,oui,1,non,Établissements privés,Région,2001-02,EPEU,2001,R52,non,PR,2098,Autres données,non,Pays de la Loire,R52,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3d37d4ec6599db444cd31e7af4611ce1cf8e423a,Feminin,REGION,oui,2,non,Établissements privés,Région,2001-02,STS,2001,R52,non,PR,4595,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,705e39267fc2023ed0def8f15a00bbe72427346b,Feminin,REGION,oui,2,oui,Établissements privés,Région,2001-02,TOTAL,2001,R52,non,PR,13542,Autres données,non,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,353,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,4229e3d28663d110c999f661d9dce80b5475c028,Feminin,REGION,oui,2,non,Établissements publics,Région,2011-12,CPGE,2011,R52,non,PU,1019,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0fc0e73b9d2231a6b010153565454c15deaf92d2,Masculin,REGION,oui,1,non,Établissements privés,Région,2011-12,CPGE,2011,R52,non,PR,792,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,399be5e70bf3a86e91a652130e394e7016c7b5d2,Masculin,REGION,oui,1,non,Établissements privés,Région,2011-12,EC_ART,2011,R52,non,PR,787,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,63e7a4433f7175fe74be9162988202ecbea17f00,Masculin,REGION,oui,1,non,Établissements publics,Région,2011-12,EC_JUR,2011,R52,non,PU,82,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7afe25fab8c335d3e4b18abbe4951ea54f021bec,Feminin,REGION,oui,2,non,Établissements publics,Région,2011-12,EC_PARAM,2011,R52,non,PU,2861,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f3bbdb6c55daf233aca8c69f8d7a2b526e812a0c,Masculin,REGION,oui,1,oui,Établissements privés,Région,2011-12,ING_autres,2011,R52,non,PR,2802,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2802,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b0707e1224c2dcfa0a225606d807977b1ad10679,Feminin,REGION,oui,2,oui,Établissements publics,Région,2011-12,TOTAL,2011,R52,non,PU,45605,Autres données,oui,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,1478,1985
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0e5cd1c22ff15b99e843dee62c18711eba0bc566,Masculin,REGION,oui,1,oui,Établissements publics,Région,2011-12,TOTAL,2011,R52,non,PU,36948,Autres données,oui,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,3646,3418
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9d39b68f623b09481719bfb5aa1fde5ec507ce94,Feminin,REGION,oui,2,oui,Établissements publics,Région,2011-12,UNIV,2011,R52,non,PU,35466,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,279,1985
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e48ec1dfd7cea7b055e89f2aca3a1a37eacb7ed2,Masculin,REGION,oui,1,oui,Établissements publics,Région,2011-12,UNIV,2011,R52,non,PU,26899,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,1233,3418
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,59c49124a0bb450c51f3b6504aa974a61fc48b41,Masculin,REGION,oui,1,non,Établissements publics,Région,2014-15,CPGE,2014,R52,non,PU,1829,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,87d90e559e0dc8ad4e6efecb07126f01922cb99e,Masculin,REGION,oui,1,non,Établissements privés,Région,2014-15,CPGE,2014,R52,non,PR,854,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,cc5df5171e61877b3a128dad6b58dc12a836ee6d,Feminin,REGION,oui,2,non,Établissements publics,Région,2014-15,EC_ART,2014,R52,non,PU,981,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e20ac5585091723eb9a9338ddf15758fcb4b6a05,Masculin,REGION,oui,1,non,Établissements publics,Région,2014-15,EC_ART,2014,R52,non,PU,618,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,8e707330049df2362bf3fee88ad54fb42d5de429,Masculin,REGION,oui,1,non,Établissements privés,Région,2014-15,EC_COM,2014,R52,non,PR,2841,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,dd29840489d54d36be061b208ae0cd908178e05c,Masculin,REGION,oui,1,non,Établissements privés,Région,2014-15,EC_JUR,2014,R52,non,PR,85,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,28405002623b5c0fe3e10b7c58c743c01cbc7ca7,Feminin,REGION,oui,2,non,Établissements privés,Région,2014-15,EC_PARAM,2014,R52,non,PR,1845,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d8b9b851342db8fd7f45f74a01fbb906ced9b868,Feminin,REGION,oui,2,non,Établissements privés,Région,2014-15,EC_autres,2014,R52,non,PR,894,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,43981879316f3fc1d221f79d18bef20ad4200c63,Feminin,REGION,oui,2,non,Établissements publics,Région,2014-15,ESPE,2014,R52,non,PU,2405,Autres données,non,Pays de la Loire,R52,Données diffusables,ESPE,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,ed76f460e2feb9d791c7f10b71592afefba3b5c0,Masculin,REGION,oui,1,oui,Établissements publics,Région,2014-15,ING_autres,2014,R52,non,PU,2528,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2528,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,3ef0542faa8df40aeab7f8dfe30c0130083d91f3,Feminin,REGION,oui,2,oui,Établissements privés,Région,2014-15,ING_autres,2014,R52,non,PR,917,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,917,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d3386d968897f8298eb317b8509a36a7aaa34cb5,Masculin,REGION,oui,1,non,Établissements publics,Région,2007-08,EC_ART,2007,R52,non,PU,232,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9800ef3a1e7145587a0396f30ec3b6db3c01037a,Masculin,REGION,oui,1,non,Établissements privés,Région,2007-08,EC_ART,2007,R52,non,PR,913,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1aedbd16ba45bda2cd77dbb4c2acc202e2875534,Feminin,REGION,oui,2,non,Établissements publics,Région,2007-08,EC_JUR,2007,R52,non,PU,82,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9fa2efdb64b94546a05176f59327dc6cc19741ea,Masculin,REGION,oui,1,non,Établissements publics,Région,2007-08,EC_autres,2007,R52,non,PU,1394,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e937dd7f9526dcd220c522fae5ce35923619825e,Feminin,REGION,oui,2,non,Établissements privés,Région,2007-08,STS,2007,R52,non,PR,4343,Autres données,non,Pays de la Loire,R52,Données diffusables,Sections de techniciens supérieurs (STS) et assimilés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,996ab1921400fd4f771213c60ec45d826044cccc,Feminin,REGION,oui,2,non,Établissements privés,Région,2015-16,EC_COM,2015,R52,non,PR,2854,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7c6f31e65b85a245fc4debd3ed9ac50400a93050,Masculin,REGION,oui,1,non,Établissements publics,Région,2015-16,EC_autres,2015,R52,non,PU,886,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,0a0a98c6570ecf7a4442851661a09257d21a63cf,Feminin,REGION,oui,2,non,Établissements privés,Région,2015-16,EC_autres,2015,R52,non,PR,872,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a67ad90b09c76b7d64dd7ec469df584eeff5e7a6,Masculin,REGION,oui,1,non,Établissements privés,Région,2015-16,EPEU,2015,R52,non,PR,2636,Autres données,non,Pays de la Loire,R52,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f88a42d0be5a8806b4762361be50347fd46dfc35,Masculin,REGION,oui,1,oui,Établissements publics,Région,2015-16,UNIV,2015,R52,non,PU,29362,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,1306,3506
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,41f8907e9f4a6c577dc971658b3bd671e19a1794,Feminin,REGION,oui,2,non,Établissements publics,Région,2004-05,EC_ART,2004,R52,non,PU,884,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2f4afa5596bb5bbbe98fff576aef5fa4ea295110,Feminin,REGION,oui,2,non,Établissements privés,Région,2004-05,EC_ART,2004,R52,non,PR,877,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,146a48fea9993dc3b398ca9955bb9c8d0d92cd8b,Masculin,REGION,oui,1,non,Établissements publics,Région,2004-05,EC_ART,2004,R52,non,PU,689,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d8d3fc82df1e68f49aeb91982795322beb7657bf,Masculin,REGION,oui,1,non,Établissements privés,Région,2004-05,EC_COM,2004,R52,non,PR,2118,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,92d8307388146227fc28cce6ccd51ede50d1a889,Masculin,REGION,oui,1,non,Établissements publics,Région,2004-05,EC_PARAM,2004,R52,non,PU,384,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,a2706bc4c769633b3bbd8d572b23dae65486ebc1,Feminin,REGION,oui,2,oui,Établissements privés,Région,2004-05,TOTAL,2004,R52,non,PR,14176,Autres données,non,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,469,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c47a8070118e8cd3176b4e3fbbc4d82e7a871b28,Feminin,REGION,oui,2,oui,Établissements publics,Région,2004-05,UNIV,2004,R52,non,PU,31758,Autres données,oui,Pays de la Loire,R52,Données diffusables,Universités,2017-04-03T14:31:09+02:00,147,1891
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d0171c268a95358b17e2ddfc078488555ee35ad6,Feminin,REGION,oui,2,non,Établissements privés,Région,2005-06,CPGE,2005,R52,non,PR,295,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,63a0b1818a242ec793fee8c2243c66bf4d3ad1d0,Feminin,REGION,oui,2,non,Établissements privés,Région,2005-06,EC_COM,2005,R52,non,PR,2053,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,70aa43ae52b86095c4ab316e07afbefc43089c6c,Masculin,REGION,oui,1,non,Établissements privés,Région,2005-06,EC_COM,2005,R52,non,PR,2115,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,7b519f1bf350f21f45789aaf3e750d22b289c0b4,Feminin,REGION,oui,2,non,Établissements publics,Région,2012-13,CPGE,2012,R52,non,PU,1028,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,88ce478be17323165cbc3e8ee48f73ec369f034c,Feminin,REGION,oui,2,non,Établissements privés,Région,2012-13,CPGE,2012,R52,non,PR,398,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,75813a8e7aa590e876eb9ee9f1fa21d506432969,Masculin,REGION,oui,1,non,Établissements privés,Région,2012-13,EC_ART,2012,R52,non,PR,876,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,966c5b196a5a0c1176f48f9ef0832128689abbb2,Feminin,REGION,oui,2,non,Établissements privés,Région,2012-13,EC_JUR,2012,R52,non,PR,60,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,72f672ce4c672ebe88fed5b3bdc6c7c53fa1d812,Feminin,REGION,oui,2,non,Établissements publics,Région,2012-13,EC_autres,2012,R52,non,PU,728,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e9cd112a049f83bbb82a5c64f93b46a541243689,Masculin,REGION,oui,1,non,Établissements privés,Région,2012-13,EC_autres,2012,R52,non,PR,1480,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1beacc73b5ded4a16ab290c9e8072bed4466762b,Feminin,REGION,oui,2,non,Établissements privés,Région,2012-13,EPEU,2012,R52,non,PR,4956,Autres données,non,Pays de la Loire,R52,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,bf5a0bc54c26dea536d48699396e5a3d82d47d1a,Masculin,REGION,oui,1,non,Établissements privés,Région,2012-13,EPEU,2012,R52,non,PR,2229,Autres données,non,Pays de la Loire,R52,Données diffusables,Etablissements d'enseignement universitaire privés,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,333cb517c5375e27514f6e22adf5d50c3dbc4b1f,Masculin,REGION,oui,1,oui,Établissements privés,Région,2012-13,TOTAL,2012,R52,non,PR,15497,Autres données,non,Pays de la Loire,R52,Données diffusables,Total des formations d'enseignement supérieur,2017-04-03T14:31:09+02:00,2744,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d0b755a7102d4402ef30fc235175075b583ee854,Feminin,REGION,oui,2,non,Établissements publics,Région,2013-14,CPGE,2013,R52,non,PU,1035,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5d0eaa4aacf33e56640f624bb4cd74a774cdc96b,Masculin,REGION,oui,1,non,Établissements privés,Région,2013-14,EC_ART,2013,R52,non,PR,924,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,82f05672215b3af67b80fb792f1f77f63fdc47ad,Masculin,REGION,oui,1,non,Établissements privés,Région,2013-14,EC_COM,2013,R52,non,PR,2782,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,e770e1f74c56d246237bd2043d6ea26a4497995e,Masculin,REGION,oui,1,non,Établissements publics,Région,2013-14,EC_JUR,2013,R52,non,PU,81,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2fbecf7a8f62d70982526da57f8439e946d6690d,Feminin,REGION,oui,2,non,Établissements privés,Région,2013-14,EC_PARAM,2013,R52,non,PR,1568,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,6f19c973ee96968f047ee19de9c52ec9ce78711c,Feminin,REGION,oui,2,non,Établissements publics,Région,2013-14,EC_autres,2013,R52,non,PU,788,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,1ee5fab15ed179bef71c84b273c7721f5d9a2d66,Feminin,REGION,oui,2,non,Établissements privés,Région,2013-14,EC_autres,2013,R52,non,PR,927,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres écoles de spécialités diverses,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,9ec81020df1286dde305c71584eb5841c521d619,Feminin,REGION,oui,2,non,Établissements publics,Région,2013-14,ESPE,2013,R52,non,PU,916,Autres données,non,Pays de la Loire,R52,Données diffusables,ESPE,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,c93011cc1b5cfe954851ca50f096fab7fe07e39f,Masculin,REGION,oui,1,non,Établissements publics,Région,2013-14,ESPE,2013,R52,non,PU,359,Autres données,non,Pays de la Loire,R52,Données diffusables,ESPE,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,f539c6c754fc885915ef2450837c27babc420f7b,Feminin,REGION,oui,2,non,Établissements privés,Région,2007-08,CPGE,2007,R52,non,PR,317,Autres données,non,Pays de la Loire,R52,Données diffusables,Classes préparatoires aux grandes écoles (CPGE),2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,b27ca77a57a2b0abd57e6d5769fcdef350edcf9a,Feminin,REGION,oui,2,non,Établissements publics,Région,2007-08,EC_ART,2007,R52,non,PU,455,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles supérieures art et culture,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,cbb3fb1e0c6db6fa5e26dd4625ba7acad89eb9b1,Masculin,REGION,oui,1,non,Établissements privés,Région,2007-08,EC_COM,2007,R52,non,PR,2325,Autres données,non,Pays de la Loire,R52,Données diffusables,"Ecoles de commerce, gestion et comptabilité",2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,d293ffdc8c57772de81d0b1d0cdbbd0a7aeb93bf,Masculin,REGION,oui,1,non,Établissements publics,Région,2007-08,EC_JUR,2007,R52,non,PU,58,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles juridiques et administratives,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,2ccbd76b4fe677abbcd6d9b6d7f3deac5a81bef9,Masculin,REGION,oui,1,non,Établissements privés,Région,2007-08,EC_PARAM,2007,R52,non,PR,464,Autres données,non,Pays de la Loire,R52,Données diffusables,Écoles paramédicales et sociales,2017-04-03T14:31:09+02:00,,
fr-esr-atlas_regional-effectifs-d-etudiants-inscrits,5921f0e137a6e8775f87d1e84257202148da9ecc,Masculin,REGION,oui,1,oui,Établissements publics,Région,2007-08,ING_autres,2007,R52,non,PU,2146,Autres données,non,Pays de la Loire,R52,Données diffusables,Autres formations d'ingénieurs,2017-04-03T14:31:09+02:00,2146,
