code_zone_geo;Zone géographique;Année;code_indicateur;Indicateur;code_type_pers;Type de personnel;code_intensite;Intensité technologique;Secret;Non disponible;État des données;Valeur
24;Centre;2013;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;semi-définitif;234.59
25;Basse-Normandie;2006;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;4.01
25;Basse-Normandie;2006;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;3110.22
25;Basse-Normandie;2008;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1536.8
25;Basse-Normandie;2008;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;223.46
25;Basse-Normandie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;871.03
25;Basse-Normandie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;115.27
25;Basse-Normandie;2011;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;307.17
25;Basse-Normandie;2012;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1280.84
25;Basse-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;semi-définitif;215.71
26;Bourgogne;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1707.05
26;Bourgogne;2002;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;233.28
26;Bourgogne;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2835.97
26;Bourgogne;2004;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;14.13
26;Bourgogne;2004;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;33.39
26;Bourgogne;2004;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;209.77
26;Bourgogne;2005;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;37.6
26;Bourgogne;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1100.22
26;Bourgogne;2006;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;765.6
26;Bourgogne;2006;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;172.53
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;46.39
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;91.42
26;Bourgogne;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1187.2
26;Bourgogne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1539.2
26;Bourgogne;2008;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1768.23
26;Bourgogne;2008;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;214.29
26;Bourgogne;2009;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;3.3
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;semi-définitif;22.46
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;semi-définitif;3.51
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;semi-définitif;132.84
100;France;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;96989.03
100;France;2002;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;191216.75
100;France;2005;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;2167.59
100;France;2005;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;106837.3
100;France;2007;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;1903.61
100;France;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;124576.91
100;France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;61881.77
100;France;2008;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;887.22
100;France;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;128373.39
100;France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;60703.76
100;France;2009;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;1924.57
100;France;2010;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;9734.66
100;France;2010;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;143827.83
100;France;2011;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;2154.76
100;France;2011;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;12352.26
100;France;2013;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;semi-définitif;13271.66
100;France;2013;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;semi-définitif;91134.65
100;France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;semi-définitif;15300.62
11;Île-de-France;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;38082.0
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;627.75
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;1053.45
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;oui;définitif;
11;Île-de-France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;24096.1
11;Île-de-France;2008;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;10766.13
11;Île-de-France;2008;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;25147.93
11;Île-de-France;2010;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;26675.81
11;Île-de-France;2011;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;185.23
11;Île-de-France;2011;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;814.96
11;Île-de-France;2011;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;3020.69
11;Île-de-France;2012;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;12624.82
25;Basse-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;semi-définitif;603.8
26;Bourgogne;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2670.91
26;Bourgogne;2002;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2799.8
26;Bourgogne;2003;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;15.51
26;Bourgogne;2003;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;75.98
26;Bourgogne;2003;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;oui;définitif;
26;Bourgogne;2004;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;100.17
26;Bourgogne;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1157.57
26;Bourgogne;2005;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;13.55
26;Bourgogne;2006;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;263.23
26;Bourgogne;2006;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;113.79
26;Bourgogne;2006;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2781.8
26;Bourgogne;2006;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1810.33
26;Bourgogne;2006;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;1044.72
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;16.27
26;Bourgogne;2007;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;890.79
26;Bourgogne;2007;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;316.41
26;Bourgogne;2008;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;272.38
26;Bourgogne;2008;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;115.23
26;Bourgogne;2008;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;2.65
26;Bourgogne;2008;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;269.96
26;Bourgogne;2008;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;804.18
26;Bourgogne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1630.18
26;Bourgogne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;531.36
26;Bourgogne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;964.05
26;Bourgogne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;134.77
26;Bourgogne;2009;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;787.7
26;Bourgogne;2010;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;49.12
26;Bourgogne;2010;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;79.16
26;Bourgogne;2010;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;28.76
26;Bourgogne;2010;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;333.67
26;Bourgogne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;844.3
26;Bourgogne;2011;dird;Dépense intérieure de R&D;;;4;Haute technologie;oui;non;définitif;
26;Bourgogne;2011;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;37.97
26;Bourgogne;2011;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;483.21
26;Bourgogne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1432.29
26;Bourgogne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;486.92
26;Bourgogne;2011;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;728.91
26;Bourgogne;2012;dird;Dépense intérieure de R&D;;;4;Haute technologie;oui;non;définitif;
26;Bourgogne;2012;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;5.94
26;Bourgogne;2012;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1444.93
26;Bourgogne;2013;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;semi-définitif;111.86
26;Bourgogne;2013;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;semi-définitif;285.98
26;Bourgogne;2013;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;semi-définitif;762.93
26;Bourgogne;2013;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;semi-définitif;365.26
31;Nord-Pas-de-Calais;2001;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1190.96
31;Nord-Pas-de-Calais;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1771.22
31;Nord-Pas-de-Calais;2002;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;240.61
31;Nord-Pas-de-Calais;2003;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;45.21
31;Nord-Pas-de-Calais;2003;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;23.36
31;Nord-Pas-de-Calais;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;3045.2
31;Nord-Pas-de-Calais;2003;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;oui;définitif;
31;Nord-Pas-de-Calais;2004;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;266.39
31;Nord-Pas-de-Calais;2004;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;60.83
31;Nord-Pas-de-Calais;2004;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;11.06
31;Nord-Pas-de-Calais;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;63.5
31;Nord-Pas-de-Calais;2005;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1469.91
31;Nord-Pas-de-Calais;2006;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;308.47
31;Nord-Pas-de-Calais;2006;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;60.67
31;Nord-Pas-de-Calais;2006;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;96.33
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1446.39
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;825.76
31;Nord-Pas-de-Calais;2007;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;62.49
31;Nord-Pas-de-Calais;2007;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;85.97
31;Nord-Pas-de-Calais;2007;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;43.94
31;Nord-Pas-de-Calais;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1793.21
31;Nord-Pas-de-Calais;2008;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;59.4
23;Haute-Normandie;2013;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;semi-définitif;10.98
23;Haute-Normandie;2013;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;semi-définitif;2.05
23;Haute-Normandie;2013;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;semi-définitif;3432.35
23;Haute-Normandie;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;semi-définitif;2507.26
23;Haute-Normandie;2013;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;semi-définitif;482.75
23;Haute-Normandie;2013;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;semi-définitif;1745.95
23;Haute-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;semi-définitif;1686.4
24;Centre;2001;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;2283.59
24;Centre;2002;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;4096.82
24;Centre;2003;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;63.39
24;Centre;2003;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;237.95
24;Centre;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;2553.11
24;Centre;2003;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;oui;définitif;
24;Centre;2003;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;oui;définitif;
24;Centre;2004;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;238.59
24;Centre;2005;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;25.38
24;Centre;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;301.97
24;Centre;2005;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;256.01
24;Centre;2006;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1786.46
24;Centre;2006;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;4587.8
24;Centre;2006;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;780.88
24;Centre;2006;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;2492.14
24;Centre;2007;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;23.0
24;Centre;2007;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;33.61
24;Centre;2007;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;740.29
24;Centre;2007;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;2330.24
24;Centre;2008;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;345.74
24;Centre;2008;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;23.64
24;Centre;2008;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;7067.9
24;Centre;2008;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;4725.83
24;Centre;2009;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;4791.99
24;Centre;2009;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;564.07
24;Centre;2010;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;253.5
24;Centre;2010;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;2552.38
24;Centre;2011;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;3494.28
24;Centre;2012;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1268.29
24;Centre;2012;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;2151.7
24;Centre;2012;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;385.65
24;Centre;2013;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;semi-définitif;1387.39
25;Basse-Normandie;2003;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2096.04
25;Basse-Normandie;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1152.4
25;Basse-Normandie;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;943.64
25;Basse-Normandie;2004;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;41.95
25;Basse-Normandie;2005;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;46.34
25;Basse-Normandie;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;oui;non;définitif;
25;Basse-Normandie;2006;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;12.62
25;Basse-Normandie;2007;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;53.57
25;Basse-Normandie;2007;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;648.69
25;Basse-Normandie;2007;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;638.38
25;Basse-Normandie;2007;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;299.02
25;Basse-Normandie;2008;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;284.9
25;Basse-Normandie;2008;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;38.37
25;Basse-Normandie;2010;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;1430.45
25;Basse-Normandie;2010;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;296.33
25;Basse-Normandie;2011;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;459.36
25;Basse-Normandie;2011;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;806.68
25;Basse-Normandie;2011;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;391.25
25;Basse-Normandie;2013;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;semi-définitif;220.61
26;Bourgogne;2003;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;107.49
26;Bourgogne;2004;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;191.85
26;Bourgogne;2005;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;75.03
26;Bourgogne;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2357.09
26;Bourgogne;2006;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;39.64
26;Bourgogne;2006;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;66.74
26;Bourgogne;2007;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;64.12
26;Bourgogne;2007;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1539.88
26;Bourgogne;2007;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;714.37
26;Bourgogne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;574.38
26;Bourgogne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;825.51
26;Bourgogne;2009;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;25.97
26;Bourgogne;2009;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;809.93
26;Bourgogne;2009;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;309.85
26;Bourgogne;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1558.79
26;Bourgogne;2009;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;500.07
26;Bourgogne;2010;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;827.0
26;Bourgogne;2010;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1615.0
26;Bourgogne;2010;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;277.34
26;Bourgogne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1527.25
26;Bourgogne;2011;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;784.76
26;Bourgogne;2012;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;25.07
26;Bourgogne;2012;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;37.57
26;Bourgogne;2012;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;466.83
26;Bourgogne;2012;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;830.84
26;Bourgogne;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1466.45
26;Bourgogne;2013;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;semi-définitif;21.66
26;Bourgogne;2013;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;semi-définitif;39.73
26;Bourgogne;2013;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;semi-définitif;56.46
26;Bourgogne;2013;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;semi-définitif;2720.5
26;Bourgogne;2013;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;semi-définitif;605.9
31;Nord-Pas-de-Calais;2002;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1520.59
31;Nord-Pas-de-Calais;2003;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;41.42
31;Nord-Pas-de-Calais;2003;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;oui;définitif;
31;Nord-Pas-de-Calais;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1625.17
31;Nord-Pas-de-Calais;2004;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;534.29
31;Nord-Pas-de-Calais;2004;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;234.75
31;Nord-Pas-de-Calais;2005;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;45.68
31;Nord-Pas-de-Calais;2005;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;16.9
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;3581.48
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1378.56
31;Nord-Pas-de-Calais;2006;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1634.25
73;Midi-Pyrénées;2013;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;semi-définitif;10754.83
