code_zone_geo;Zone géographique;Année;code_indicateur;Indicateur;code_type_pers;Type de personnel;code_intensite;Intensité technologique;Secret;Non disponible;État des données;Valeur
07;Régions d'outre-mer;2003;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;oui;définitif;;
07;Régions d'outre-mer;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;5.87
07;Régions d'outre-mer;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;oui;non;définitif;
07;Régions d'outre-mer;2006;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;0.23
07;Régions d'outre-mer;2007;dird;Dépense intérieure de R&D;;;6;Services;oui;non;définitif;
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;111.99
07;Régions d'outre-mer;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;58.84
07;Régions d'outre-mer;2008;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;2.9
07;Régions d'outre-mer;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;65.72
07;Régions d'outre-mer;2008;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;6.41
07;Régions d'outre-mer;2008;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;45.75
07;Régions d'outre-mer;2008;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;24.03
07;Régions d'outre-mer;2009;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;oui;non;définitif;
07;Régions d'outre-mer;2009;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;31.31
07;Régions d'outre-mer;2009;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;13.02
07;Régions d'outre-mer;2010;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;0.58
07;Régions d'outre-mer;2010;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;oui;non;définitif;
07;Régions d'outre-mer;2010;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;70.96
07;Régions d'outre-mer;2011;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;oui;non;définitif;
07;Régions d'outre-mer;2011;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;216.32
07;Régions d'outre-mer;2011;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;92.56
07;Régions d'outre-mer;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;127.61
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;semi-définitif;330.39
07;Régions d'outre-mer;2013;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;semi-définitif;280.69
100;France;2002;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;95922.91
100;France;2003;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;oui;définitif;
100;France;2004;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;10139.44
100;France;2004;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;2034.52
100;France;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;108751.61
100;France;2005;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;194991.5
100;France;2006;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;1095.2
100;France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;91314.29
100;France;2009;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;139106.21
100;France;2009;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;40320.22
100;France;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;92189.69
100;France;2010;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;2049.58
100;France;2010;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;68596.16
100;France;2010;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;12527.46
100;France;2010;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;19389.81
100;France;2011;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;5451.46
100;France;2011;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;141759.36
100;France;2011;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;15904.54
100;France;2012;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;971.55
100;France;2012;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;28901.88
100;France;2012;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;88948.4
100;France;2013;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;semi-définitif;30708.07
100;France;2013;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;semi-définitif;2230.92
100;France;2013;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;semi-définitif;10730.41
11;Île-de-France;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;44592.81
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;210.12
11;Île-de-France;2004;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;48247.84
11;Île-de-France;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;3544.78
11;Île-de-France;2006;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;255.99
11;Île-de-France;2006;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;1214.5
11;Île-de-France;2006;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;33991.07
11;Île-de-France;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;32694.15
11;Île-de-France;2007;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;10355.28
11;Île-de-France;2007;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;1662.4
11;Île-de-France;2007;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;60323.02
11;Île-de-France;2008;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;2016.46
11;Île-de-France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;1635.92
11;Île-de-France;2012;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;282.12
11;Île-de-France;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;29286.15
11;Île-de-France;2013;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;semi-définitif;3519.79
11;Île-de-France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;semi-définitif;28823.24
11;Île-de-France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;semi-définitif;8131.77
21;Champagne-Ardenne;2001;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;594.92
21;Champagne-Ardenne;2001;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;761.15
21;Champagne-Ardenne;2002;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;614.37
21;Champagne-Ardenne;2003;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;175.14
21;Champagne-Ardenne;2003;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;8.08
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;756.13
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;oui;définitif;
21;Champagne-Ardenne;2003;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1146.28
21;Champagne-Ardenne;2004;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;169.6
21;Champagne-Ardenne;2005;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;75.65
21;Champagne-Ardenne;2005;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;25.89
21;Champagne-Ardenne;2005;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1162.95
21;Champagne-Ardenne;2006;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;94.37
21;Champagne-Ardenne;2006;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;1.58
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;2056.81
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;75.2
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;716.02
21;Champagne-Ardenne;2007;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;18.28
21;Champagne-Ardenne;2007;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;97.17
21;Champagne-Ardenne;2007;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;610.96
21;Champagne-Ardenne;2007;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1107.16
21;Champagne-Ardenne;2008;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;29.27
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;163.13
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1146.1
21;Champagne-Ardenne;2009;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;34.23
21;Champagne-Ardenne;2009;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;oui;non;définitif;
21;Champagne-Ardenne;2009;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;4.89
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1255.43
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;122.38
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;664.45
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;60.78
21;Champagne-Ardenne;2010;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;182.53
21;Champagne-Ardenne;2010;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;oui;non;définitif;
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;127.46
07;Régions d'outre-mer;2010;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;37.78
07;Régions d'outre-mer;2012;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;13.39
07;Régions d'outre-mer;2012;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;105.34
07;Régions d'outre-mer;2013;dird;Dépense intérieure de R&D;;;6;Services;non;non;semi-définitif;11.4
100;France;2004;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;22678.12
100;France;2006;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;2347.07
100;France;2007;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;15319.72
100;France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;15424.66
100;France;2009;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;18289.34
100;France;2010;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;27454.57
100;France;2010;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;1002.89
100;France;2010;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;235587.8
100;France;2011;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;9063.26
100;France;2011;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;9868.75
100;France;2011;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;1349.06
100;France;2012;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;1415.09
100;France;2012;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;18882.09
100;France;2013;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;semi-définitif;20041.66
11;Île-de-France;2002;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;10085.06
11;Île-de-France;2002;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;38216.97
11;Île-de-France;2003;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;201.77
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;45653.48
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;oui;définitif;
11;Île-de-France;2003;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;oui;définitif;
11;Île-de-France;2004;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;3445.78
11;Île-de-France;2006;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;5852.42
11;Île-de-France;2007;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;54697.15
11;Île-de-France;2008;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;181.15
11;Île-de-France;2008;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;3495.09
11;Île-de-France;2008;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;18391.04
11;Île-de-France;2008;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;6756.89
11;Île-de-France;2009;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;11114.65
11;Île-de-France;2009;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;3766.6
11;Île-de-France;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;58089.48
11;Île-de-France;2009;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;7767.08
11;Île-de-France;2010;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;93772.77
11;Île-de-France;2011;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;288.07
11;Île-de-France;2011;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;95752.67
11;Île-de-France;2011;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;57073.31
11;Île-de-France;2013;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;semi-définitif;185.23
11;Île-de-France;2013;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;semi-définitif;831.53
11;Île-de-France;2013;dird;Dépense intérieure de R&D;;;6;Services;non;non;semi-définitif;3517.24
11;Île-de-France;2013;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;semi-définitif;71101.58
11;Île-de-France;2013;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;semi-définitif;30692.12
21;Champagne-Ardenne;2001;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;119.29
21;Champagne-Ardenne;2001;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;1356.07
21;Champagne-Ardenne;2002;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;169.81
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;902.45
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;36.14
21;Champagne-Ardenne;2006;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1154.36
21;Champagne-Ardenne;2008;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;731.05
21;Champagne-Ardenne;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;954.29
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;oui;non;définitif;
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;936.19
21;Champagne-Ardenne;2010;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;oui;non;définitif;
21;Champagne-Ardenne;2011;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;1849.23
21;Champagne-Ardenne;2013;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;semi-définitif;100.85
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;semi-définitif;486.13
21;Champagne-Ardenne;2013;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;semi-définitif;89.45
22;Picardie;2007;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;4188.92
22;Picardie;2007;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1739.01
22;Picardie;2007;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;840.62
22;Picardie;2008;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;4329.31
22;Picardie;2008;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;364.69
22;Picardie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;1245.85
22;Picardie;2008;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;130.79
22;Picardie;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;4112.5
22;Picardie;2009;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;2489.52
22;Picardie;2009;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;530.11
22;Picardie;2009;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;177.64
22;Picardie;2012;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;281.03
22;Picardie;2012;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;16.66
22;Picardie;2012;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1319.24
23;Haute-Normandie;2005;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;17.66
23;Haute-Normandie;2006;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;800.64
23;Haute-Normandie;2008;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;3677.09
23;Haute-Normandie;2009;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;558.06
23;Haute-Normandie;2009;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;2006.38
23;Haute-Normandie;2009;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;2771.26
23;Haute-Normandie;2010;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;1294.0
23;Haute-Normandie;2011;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;18.46
23;Haute-Normandie;2011;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;0.43
23;Haute-Normandie;2011;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;2092.68
23;Haute-Normandie;2012;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;définitif;1.52
23;Haute-Normandie;2012;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;923.28
23;Haute-Normandie;2012;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;1576.7
23;Haute-Normandie;2012;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;241.93
23;Haute-Normandie;2013;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;semi-définitif;266.14
23;Haute-Normandie;2013;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;semi-définitif;179.55
24;Centre;2006;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;90.91
24;Centre;2006;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;3237.31
24;Centre;2006;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;588.67
24;Centre;2007;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;311.94
24;Centre;2007;pers;Effectifs de R&D;1;Chercheurs;7;Moyenne-faible et faible technologies;non;non;définitif;644.63
24;Centre;2007;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;374.41
24;Centre;2007;pers;Effectifs de R&D;2;Soutien à la recherche;8;Haute et moyenne-haute technologies;non;non;définitif;2269.81
24;Centre;2007;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;365.88
24;Centre;2008;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;82.74
24;Centre;2008;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;36.19
24;Centre;2008;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1492.78
23;Haute-Normandie;2007;pers;Effectifs de R&D;2;Soutien à la recherche;7;Moyenne-faible et faible technologies;non;non;définitif;529.7
23;Haute-Normandie;2007;pers;Effectifs de R&D;2;Soutien à la recherche;9;Primaire - énergie - BTP et services;non;non;définitif;129.64
23;Haute-Normandie;2008;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;9.95
23;Haute-Normandie;2008;pers;Effectifs de R&D;1;Chercheurs;0;Toutes intensités technologiques;non;non;définitif;2110.48
23;Haute-Normandie;2009;pers;Effectifs de R&D;0;Tous types de personnel;0;Toutes intensités technologiques;non;non;définitif;4777.64
23;Haute-Normandie;2009;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;non;définitif;1381.43
23;Haute-Normandie;2010;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;2618.51
23;Haute-Normandie;2011;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;142.76
23;Haute-Normandie;2012;dird;Dépense intérieure de R&D;;;2;Moyenne-faible technologie;non;non;définitif;103.51
23;Haute-Normandie;2012;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;419.15
24;Centre;2011;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;37.98
24;Centre;2011;dird;Dépense intérieure de R&D;;;6;Services;non;non;définitif;42.72
24;Centre;2011;pers;Effectifs de R&D;0;Tous types de personnel;7;Moyenne-faible et faible technologies;non;non;définitif;1367.27
24;Centre;2011;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;806.02
24;Centre;2011;pers;Effectifs de R&D;1;Chercheurs;9;Primaire - énergie - BTP et services;non;non;définitif;474.82
24;Centre;2012;dird;Dépense intérieure de R&D;;;3;Moyenne-haute technologie;non;non;définitif;377.34
24;Centre;2013;dird;Dépense intérieure de R&D;;;5;Primaire - énergie - BTP;non;non;semi-définitif;40.5
25;Basse-Normandie;2001;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;182.66
25;Basse-Normandie;2003;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;44.93
25;Basse-Normandie;2003;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;59.67
25;Basse-Normandie;2003;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;non;oui;définitif;
25;Basse-Normandie;2004;dird;Dépense intérieure de R&D;;;4;Haute technologie;non;non;définitif;57.56
25;Basse-Normandie;2004;pers;Effectifs de R&D;1;Chercheurs;8;Haute et moyenne-haute technologies;oui;non;définitif;
25;Basse-Normandie;2006;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;52.6
25;Basse-Normandie;2010;pers;Effectifs de R&D;0;Tous types de personnel;9;Primaire - énergie - BTP et services;non;non;définitif;464.56
25;Basse-Normandie;2011;dird;Dépense intérieure de R&D;;;1;Faible technologie;non;non;définitif;39.77
25;Basse-Normandie;2011;pers;Effectifs de R&D;0;Tous types de personnel;8;Haute et moyenne-haute technologies;non;non;définitif;1380.25
25;Basse-Normandie;2012;pers;Effectifs de R&D;2;Soutien à la recherche;0;Toutes intensités technologiques;non;non;définitif;1071.33
26;Bourgogne;2001;dird;Dépense intérieure de R&D;;;0;Toutes intensités technologiques;non;non;définitif;251.65
